id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Price,Retail,LogPrice,LogRetail
170,0.4,AGSL,SI2,I, ,63,FALSE,4.71x4.69x2.96,Excellent,Russia,Uncut,Very good,NA,1,395,395,5.97888576490112,5.97888576490112
171,0.41,AGSL,SI2,H, ,58.9,FALSE,4.88x4.86x2.87,Very good,DR Congo,Round,Excellent,59,1,795,1190,6.67834211465433,7.08170858610557
172,0.4,AGSL,SI2,I, ,62.6,FALSE,4.72x4.74x2.96, ,Russia,Round, ,56,1,800,1320,6.68461172766793,7.18538701558042
173,0.4,AGSL,SI2,E, ,62.7,FALSE,4.66x4.7x2.94, ,Botswana,Round, ,56,1,800,1025,6.68461172766793,6.93244789157251
174,0.4,AGSL,SI2,E, ,64.7,FALSE,4.55x4.59x2.95, ,Botswana,Round, ,NA,1,800,1280,6.68461172766793,7.15461535691366
175,0.4,AGSL,VS2,I, ,NA,FALSE,4.66x4.61x2.99,Very good,Botswana,Round,Very good,55,1,800,1165,6.68461172766793,7.0604763659998
176,0.4,NA,SI2,E, ,62.2,FALSE,4.72x4.74x2.94, ,Russia,Round, ,57,1,630,1080,6.44571981938558,6.98471632011827
177,0.4,AGSL,SI2,E, ,63.4,FALSE,4.62x4.64x2.94, ,Russia,Round, ,56,1,800,1320,6.68461172766793,7.18538701558042
178,0.4,NA,SI2,E, ,63.2,FALSE,4.65x4.69x2.95, ,Canada,Cushion, ,57,1,720,1220,6.5792512120101,7.1066061377273
179,0.4,GemEx,SI2,E, ,NA,FALSE,4.66x4.7x2.97, ,Russia,Emerald, ,NA,2,800,1225,6.68461172766793,7.11069612297883
180,0.47,AGSL,I1,F, ,60.1,FALSE,5.02x5.05x3.02,Very good,Russia,Round,Faint,56,1,800,1110,6.68461172766793,7.01211529430638
181,0.4,GemEx,SI2,F, ,60,FALSE,4.81x4.83x2.89, ,Zimbabwe,Round, ,NA,1,800,455,6.68461172766793,6.12029741895095
182,0.4,AGSL,SI2,E, ,62.8,FALSE,4.67x4.69x2.94, ,Russia,Oval, ,NA,1,800,1320,6.68461172766793,7.18538701558042
183,0.4,AGSL,SI2,E, ,62.5,FALSE,4.61x4.64x2.89, ,Australia,Round, ,NA,1,800,1320,6.68461172766793,7.18538701558042
184,0.4,GemEx,SI2,E, ,62.4,FALSE,4.7x4.72x2.94, ,Botswana,Princess, ,57,1,800,1300,6.68461172766793,7.17011954344963
185,0.4,AGSL,SI2,E, ,60.8,FALSE,4.76x4.77x2.9, ,Russia,Round, ,58,1,800,1320,6.68461172766793,7.18538701558042
186,0.4,AGSL,SI2,E, ,63.5,FALSE,4.64x4.66x2.95, ,Canada,Princess, ,55,1,800,1320,6.68461172766793,7.18538701558042
187,0.4,GemEx,SI2,E, ,60.2,FALSE,4.79x4.82x2.89, ,Zimbabwe,Round, ,NA,1,800,1320,6.68461172766793,7.18538701558042
188,0.4,AGSL,VS2,J, ,62.3,FALSE,4.74x4.72x2.95,Very good,Russia,Oval,Excellent,58,1,800,1320,6.68461172766793,7.18538701558042
189,0.41,AGSL,SI2,H, ,60.9,FALSE,4.81x4.78x2.92,Very good,Russia,Oval,Very good,59,1,805,1330,6.69084227741856,7.1929342212158
190,0.4,AGSL,SI2,F, ,62.5,FALSE,4.73x4.68x2.94,Excellent,Zimbabwe,Asscher,Very good,NA,1,810,980,6.69703424766648,6.88755257166462
191,0.4,AGSL,VS1,J, ,NA,FALSE,4.7x4.67x2.99,Excellent,Australia,Round,Excellent,NA,1,810,1335,6.69703424766648,7.19668657083435
192,0.4,AGSL,SI1,H, ,64.6,FALSE,4.66x4.59x2.99,Very good,Botswana,Round,Good,55,1,810,985,6.69703424766648,6.89264164117209
193,0.4,AGSL,SI2,H, ,62.7,FALSE,4.72x4.7x2.95,Very good,Canada,Pear,Very good,55,1,810,1335,6.69703424766648,7.19668657083435
194,0.4,AGSL,SI2,H, ,61.7,FALSE,4.67x4.73x2.9, ,Canada,Marquise, ,NA,1,810,1045,6.69703424766648,6.95177216439891
195,0.41,AGSL,VS2,J, ,62.2,FALSE,4.8x4.77x2.98,Excellent,Canada,Round,Excellent,NA,1,810,1335,6.69703424766648,7.19668657083435
196,0.41,AGSL,VS2,J, ,61.7,FALSE,4.79x4.76x2.94,Excellent,Russia,Round,Excellent,58,1,810,1335,6.69703424766648,7.19668657083435
197,0.42,AGSL,SI1,J, ,59.7,FALSE,4.91x4.88x2.93,Excellent,Russia,Round,Excellent,58,1,810,1335,6.69703424766648,7.19668657083435
198,0.4,AGSL,SI2,G, ,NA,FALSE,4.78x4.75x2.82,Very good,Russia,Round,Very good,64,1,810,1300,6.69703424766648,7.17011954344963
199,0.4,NA,SI2,H, ,61,FALSE,4.82x4.8x2.93,Very good,Botswana,Round,Excellent,58,1,645,1020,6.46925031679577,6.92755790627832
200,0.4,NA,SI2,F, ,61.2,FALSE,4.71x4.7x2.88,Very good,Russia,Round,Very good,60,1,635,895,6.45362499889269,6.79682371827486
201,0.41,AGSL,VS2,J, ,61.4,FALSE,4.79x4.76x2.93,Excellent,Russia,Asscher,Excellent,59,1,810,1335,6.69703424766648,7.19668657083435
202,0.41,AGSL,SI2,I, ,61.6,FALSE,4.81x4.79x2.96,Very good,Canada,Oval ,Very good,59,1,625,1335,6.4377516497364,7.19668657083435
203,0.42,AGSL,SI2,I, ,63.5,FALSE,4.73x4.76x3.01, ,Russia,Round, ,56,1,810,1335,6.69703424766648,7.19668657083435
204,0.45,AGSL,SI2,J, ,60.5,FALSE,4.99x4.95x3.01,Very good,Other/Unknown,Oval,Very good,59,1,815,1340,6.70318811324086,7.20042489294496
205,0.41,AGSL,VS1,J, ,62.4,FALSE,4.77x4.75x2.97,Excellent,Botswana,Radiant,Excellent,NA,1,815,1320,6.70318811324086,7.18538701558042
206,0.42,AGSL,SI2,H, ,62.2,FALSE,4.79x4.78x2.98,Excellent,Russia,Round,Very good,57,1,815,1340,6.70318811324086,7.20042489294496
207,0.4,AGSL,SI2,E, ,NA,FALSE,4.6x4.57x3,Very good,Botswana,Round,Good,63,1,815,1295,6.70318811324086,7.16626597413364
208,0.4,AGSL,SI1,I, ,63.4,FALSE,4.67x4.65x2.95,Very good,DR Congo,Princess,Very good,NA,1,820,1335,6.7093043402583,7.19668657083435
209,0.4,AGSL,SI1,G, ,64.1,FALSE,4.64x4.63x2.97,Very good,Botswana,Oval,Very good,59,1,820,1265,6.7093043402583,7.14282740116162
210,0.4,AGSL,SI1,I, ,63.7,FALSE,4.67x4.63x2.96,Very good,Botswana,Emerald,Very good,55,2,820,1170,6.7093043402583,7.0647590277918
211,0.4,AGSL,SI1,G, ,61.1,FALSE,4.79x4.77x2.92,Excellent,Russia,Princess,Good,58,1,820,1355,6.7093043402583,7.2115567333138
212,0.41,AGSL,VS2,J, ,61.5,FALSE,4.81x4.78x2.95,Excellent,Botswana,ROUND,Excellent,58,1,820,1260,6.7093043402583,7.13886699994552
213,0.41,AGSL,SI2,E, ,NA,FALSE,4.76x4.77x2.99, ,Russia,Round, ,56,1,820,1355,6.7093043402583,7.2115567333138
214,0.4,AGSL,SI1,G, ,64.3,FALSE,4.63x4.59x2.96,Very good,Russia,Marquise,Very good,58,1,820,1355,6.7093043402583,7.2115567333138
215,0.4,AGSL,VS2,I, ,62.6,FALSE,4.74x4.71x2.96,Very good,South Africa,Round,Excellent,56,1,825,1345,6.71538338633468,7.20414929203594
216,0.44,AGSL,I1,F, ,62.5,FALSE,4.83x4.86x3.03,Very good,DR Congo,Round,Very good,57,1,825,1315,6.71538338633468,7.18159194461187
217,0.4,AGSL,SI1,H, ,64,FALSE,4.66x4.65x2.98,Very good,Russia,Round,Excellent,57,1,825,1355,6.71538338633468,7.2115567333138
218,0.42,NA,SI2,G, ,62.7,FALSE,4.79x4.76x3,Excellent,Russia,Oval,Excellent,NA,1,745,870,6.61338421837956,6.76849321164863
219,0.4,AGSL,SI1,H, ,63.3,FALSE,4.66x4.62x2.94,Excellent,Canada,Asscher,Excellent,60,1,825,1355,6.71538338633468,7.2115567333138
220,0.4,AGSL,SI2,I, ,60.7,FALSE,4.78x4.74x2.89,Excellent,Canada,Round,Excellent,57,1,825,1355,6.71538338633468,7.2115567333138
221,0.4,AGSL,SI2,F, ,62.3,FALSE,4.67x4.72x2.93, ,South Africa,Round, ,59,1,825,1355,6.71538338633468,7.2115567333138
222,0.4,AGSL,VS2,I, ,NA,FALSE,4.67x4.62x2.98,Excellent,Botswana,Round,Very good,57,1,825,1115,6.71538338633468,7.01660968389422
223,0.4,AGSL,SI2,F, ,58,FALSE,4.85x4.82x2.81,Very good,Angola,Round,Very good,61,1,825,1340,6.71538338633468,7.20042489294496
224,0.4,AGSL,SI1,H, ,63.7,FALSE,4.68x4.65x2.97,Excellent,DR Congo,Round,Excellent,58,1,825,1200,6.71538338633468,7.09007683577609
225,0.4,AGSL,SI2,G, ,63.9,FALSE,4.64x4.66x2.97, ,Australia,Round, ,58,1,825,1355,6.71538338633468,7.2115567333138
226,0.42,AGSL,SI2,G, ,NA,FALSE,4.72x4.76x3.04, ,DR Congo,Round, ,NA,1,825,1110,6.71538338633468,7.01211529430638
227,0.4,AGSL,SI2,G, ,63.2,FALSE,4.62x4.67x2.94, ,Russia,Round, ,NA,1,825,1355,6.71538338633468,7.2115567333138
228,0.4,AGSL,SI1,I, ,61.9,FALSE,4.76x4.72x2.94,Excellent,Russia,Round,Excellent,57,1,830,1370,6.72142570079064,7.22256601882217
229,0.4,AGSL,SI1,I, ,61.1,FALSE,4.76x4.75x2.91,Excellent,Other/Unknown,Round,Excellent,59,1,830,1370,6.72142570079064,7.22256601882217
230,0.41,GemEx,SI1,I, ,61.2,FALSE,4.82x4.8x2.94,Good,Canada,ROUND,Very good,NA,1,830,1355,6.72142570079064,7.2115567333138
231,0.4,AGSL,SI1,I, ,59.7,FALSE,4.8x4.76x2.85,Very good,South Africa,Round,Good,61,1,830,985,6.72142570079064,6.89264164117209
232,0.4,AGSL,VS2,I, ,NA,FALSE,4.66x4.65x2.89,Excellent,Angola,Round,Excellent,NA,1,835,1145,6.72743172485086,7.04315991598834
233,0.4,GemEx,SI2,F, ,61.7,FALSE,4.72x4.68x2.9,Very good,DR Congo,Round,Very good,58,1,835,1280,6.72743172485086,7.15461535691366
234,0.4,AGSL,VS2,I, ,NA,FALSE,4.67x4.66x2.97,Very good,Australia,Radiant,Very good,57,1,835,1325,6.72743172485086,7.18916773842032
235,0.4,AGSL,SI1,G, ,61.5,FALSE,4.78x4.75x2.93,Very good,Russia,Round,Very good,56,1,835,1375,6.72743172485086,7.22620901010067
236,0.4,AGSL,SI2,D, ,60.7,FALSE,4.77x4.8x2.91, ,Australia,Round, ,58,1,835,1375,6.72743172485086,7.22620901010067
237,0.51,AGSL,SI1,M, ,62.6,FALSE,5.12x5.09x3.2,Very good,Botswana,Round,Excellent,NA,2,840,1120,6.73340189183736,7.02108396428914
238,0.5,AGSL,SI2,L, ,62.3,FALSE,5.08x5.04x3.15,Very good,Canada,Radiant,Very good,57,1,840,1385,6.73340189183736,7.23345541862144
239,0.4,AGSL,VVS1,I, ,64.1,FALSE,4.62x4.61x2.96,Excellent,Angola,Cushion,Very good,60,1,840,1385,6.73340189183736,7.23345541862144
240,0.42,AGSL,VS2,J, ,62,FALSE,4.83x4.81x2.99,Excellent,Canada,Round,Excellent,57,1,840,1390,6.73340189183736,7.23705902612474
241,0.4,AGSL,SI1,F, ,61.5,FALSE,4.67x4.65x2.87,Good,Russia,ROUND,Very good,NA,1,840,1390,6.73340189183736,7.23705902612474
242,0.4,AGSL,SI2,H, ,59.1,FALSE,4.82x4.83x2.85, ,Australia,Princess, ,NA,1,840,1390,6.73340189183736,7.23705902612474
243,0.41,AGSL,SI1,G, ,60.8,FALSE,4.86x4.85x2.95,Very good,Russia,Princess,Excellent,56,1,840,1390,6.73340189183736,7.23705902612474
244,0.4,AGSL,SI1,I, ,62.4,FALSE,4.74x4.7x2.95,Excellent,DR Congo,Round,Very good,58,1,840,1375,6.73340189183736,7.22620901010067
245,0.4,AGSL,SI1,G, ,63.8,FALSE,4.68x4.66x2.98,Very good,Russia,Round,Very good,56,1,845,1395,6.73933662735717,7.24064969425547
246,0.4,AGSL,SI1,G, ,63.1,FALSE,4.7x4.68x2.96,Excellent,Botswana,Round,Excellent,58,1,845,1375,6.73933662735717,7.22620901010067
247,0.45,AGSL,SI1,J, ,NA,FALSE,4.92x4.9x3.04,Excellent,Botswana,Oval,Excellent,NA,1,845,1380,6.73933662735717,7.22983877815125
248,0.41,AGSL,SI2,F, ,61.6,FALSE,4.73x4.77x2.93, ,South Africa,Oval, ,58,1,845,1215,6.73933662735717,7.10249935577465
249,0.41,GemEx,VS2,I, ,61.6,FALSE,4.78x4.76x2.94,Very good,Russia,Round,Excellent,58,1,845,1390,6.73933662735717,7.23705902612474
250,0.41,AGSL,SI2,G, ,NA,FALSE,4.86x4.83x2.92,Excellent,Botswana,Round,Very good,NA,1,845,1365,6.73933662735717,7.21890970761906
251,0.4,AGSL,VS2,I, ,62.4,FALSE,4.73x4.7x2.94,Very good,Russia,Round,Very good,57,1,845,1395,6.73933662735717,7.24064969425547
252,0.4,AGSL,SI1,G, ,62.3,FALSE,4.67x4.66x2.91,Very good,Russia,Round,Very good,58,1,845,1395,6.73933662735717,7.24064969425547
253,0.4,AGSL,SI2,G, ,61.9,FALSE,4.7x4.74x2.92, ,Russia,Round, ,NA,1,845,1395,6.73933662735717,7.24064969425547
254,0.4,AGSL,SI2,G, ,62,FALSE,4.72x4.68x2.91,Excellent,Zimbabwe,Round,Very good,58,1,845,1380,6.73933662735717,7.22983877815125
255,0.4,AGSL,SI2,G, ,NA,FALSE,4.8x4.79x2.86,Excellent,South Africa,Oval,Excellent,61,1,845,1355,6.73933662735717,7.2115567333138
256,0.4,AGSL,VS2,I, ,63.5,FALSE,4.67x4.63x2.95,Good,Australia,Round,Good,58,1,845,1395,6.73933662735717,7.24064969425547
257,0.42,AGSL,SI2,H, ,61.3,FALSE,4.86x4.84x2.97,Excellent,Botswana,Round,Excellent,56,1,850,1225,6.74523634948436,7.11069612297883
258,0.4,AGSL,VVS1,J, ,62.2,FALSE,4.74x4.72x2.94,Very good,Australia,Princess,Excellent,57,1,850,1400,6.74523634948436,7.24422751560335
259,0.4,AGSL,SI1,H, ,62.7,FALSE,4.72x4.67x2.94,Very good,Russia,Round,Very good,57,1,850,1400,6.74523634948436,7.24422751560335
260,0.4,AGSL,SI1,H, ,58.9,FALSE,4.86x4.83x2.85,Excellent,Russia,Round,Very good,60,1,850,1400,6.74523634948436,7.24422751560335
261,0.4,AGSL,SI1,H, ,63.8,FALSE,4.66x4.63x2.96,Very good,Australia,Round,Very good,58,1,850,1400,6.74523634948436,7.24422751560335
262,0.42,AGSL,SI2,G, ,61.5,FALSE,4.83x4.8x2.96,Excellent,South Africa,Oval,Very good,58,1,855,1400,6.75110146893676,7.24422751560335
263,0.41,AGSL,SI2,F, ,62.3,FALSE,4.75x4.72x2.95,Excellent,Russia,Pear,Very good,57,1,855,1410,6.75110146893676,7.25134498337221
264,0.4,AGSL,SI2,I, ,62.5,FALSE,4.7x4.74x2.95, ,Russia,Round, ,56,1,855,1410,6.75110146893676,7.25134498337221
265,0.4,AGSL,VVS1,I, ,62.7,FALSE,4.63x4.61x2.9,Very good,Russia,Princess,Very good,NA,1,855,1410,6.75110146893676,7.25134498337221
266,0.41,AGSL,SI2,D, ,63.5,FALSE,4.67x4.7x2.97, ,Australia,Round, ,57,1,855,1410,6.75110146893676,7.25134498337221
267,0.41,GemEx,SI1,J, ,NA,FALSE,4.73x4.76x2.98, ,Russia,Round, ,NA,1,855,1410,6.75110146893676,7.25134498337221
268,0.4,NA,VVS1,I, ,64.1,FALSE,4.64x4.63x2.97,Very good,South Africa,Princess,Excellent,58,1,785,830,6.66568371778241,6.72142570079064
269,0.4,GemEx,SI1,F, ,62.4,FALSE,4.73x4.7x2.94,Very good,Russia,Round,Very good,58,1,855,1410,6.75110146893676,7.25134498337221
270,0.4,GemEx,SI1,H, ,61.5,FALSE,4.76x4.72x2.91,Very good,South Africa,Emerald,Very good,60,1,860,1150,6.75693238924755,7.0475172213573
271,0.4,NA,VS2,I, ,NA,FALSE,4.74x4.72x2.93,Excellent,Botswana,ROUND,Excellent,NA,1,765,1210,6.63987583382654,7.09837563859079
272,0.4,AGSL,SI2,F, ,61.8,FALSE,4.73x4.75x2.93, ,Russia,Radiant, ,NA,1,860,1420,6.75693238924755,7.25841215059531
273,0.4,AGSL,VS2,I, ,63.1,FALSE,4.66x4.63x2.93,Very good,Canada,Marquise,Excellent,59,1,860,645,6.75693238924755,6.46925031679577
274,0.4,AGSL,VS2,I, ,NA,FALSE,4.74x4.7x2.93,Excellent,Botswana,Round,Very good,NA,1,860,1415,6.75693238924755,7.25488481007734
275,0.4,AGSL,SI2,F, ,61.1,FALSE,4.73x4.75x2.9, ,Australia,Round, ,59,1,860,1420,6.75693238924755,7.25841215059531
276,0.4,AGSL,SI1,H, ,62.7,FALSE,4.71x4.68x2.94,Very good,Russia,Radiant,Very good,58,1,860,1420,6.75693238924755,7.25841215059531
277,0.4,AGSL,SI2,F, ,NA,FALSE,4.68x4.72x2.94, ,Botswana,Round, ,NA,1,860,1365,6.75693238924755,7.21890970761906
278,0.4,GemEx,SI1,H, ,63.1,FALSE,4.7x4.68x2.96,Very good,Angola,Asscher,Very good,NA,1,860,1420,6.75693238924755,7.25841215059531
279,0.42,AGSL,SI2,F, ,NA,FALSE,4.86x4.88x2.96, ,South Africa,Round, ,NA,1,865,1385,6.76272950693188,7.23345541862144
280,0.52,AGSL,I1,I, ,NA,FALSE,5.11x5.07x3.2,Very good,Russia,Round,Very good,60,1,865,1430,6.76272950693188,7.26542972325395
281,0.42,NA,SI2,G, ,61.1,FALSE,4.84x4.81x2.95,Very good,Russia,Princess,Excellent,58,1,680,1115,6.52209279817015,7.01660968389422
282,0.41,AGSL,VVS2,J, ,61.9,FALSE,4.78x4.77x2.95,Excellent,Russia,Emerald,Excellent,58,1,865,1430,6.76272950693188,7.26542972325395
283,0.41,GemEx,SI2,G, ,59.5,TRUE,4.86x4.84x2.89,Excellent,DR Congo,Round,Excellent,59,1,865,90,6.76272950693188,4.49980967033027
284,0.41,AGSL,SI2,G, ,62.4,FALSE,4.76x4.79x2.98, ,Botswana,Round, ,NA,1,865,1265,6.76272950693188,7.14282740116162
285,0.41,AGSL,SI2,G, ,63.3,FALSE,4.67x4.74x2.98, ,Russia,Marquise, ,57,1,750,1430,6.62007320653036,7.26542972325395
286,0.41,AGSL,SI1,I, ,59.9,FALSE,4.86x4.83x2.9,Excellent,Australia,Round,Excellent,60,1,865,1425,6.76272950693188,7.26192709270275
287,0.41,NA,SI2,G, ,62.7,FALSE,4.72x4.75x2.97, ,South Africa,Round, ,56,1,745,1225,6.61338421837956,7.11069612297883
288,0.41,AGSL,VS2,I, ,NA,FALSE,4.76x4.73x2.95,Excellent,Canada,Emerald,Very good,58,1,865,1430,6.76272950693188,7.26542972325395
289,0.42,AGSL,SI2,G, ,62.7,FALSE,4.78x4.76x2.99,Excellent,Australia,Radiant,Excellent,NA,1,865,1425,6.76272950693188,7.26192709270275
290,0.42,AGSL,SI2,G, ,NA,FALSE,4.7x4.75x2.98, ,Botswana,Marquise, ,57,1,865,1370,6.76272950693188,7.22256601882217
291,0.41,AGSL,SI2,G, ,NA,FALSE,4.7x4.73x2.96, ,Russia,Round, ,58,1,865,1430,6.76272950693188,7.26542972325395
292,0.4,AGSL,VS2,I, ,61.8,FALSE,4.7x4.68x2.9,Very good,Botswana,Oval,Excellent,60,1,870,1265,6.76849321164863,7.14282740116162
293,0.4,NA,SI2,E, ,62.6,FALSE,4.71x4.73x2.96, ,Canada,Round, ,56,1,865,845,6.76272950693188,6.73933662735717
294,0.43,AGSL,SI2,H, ,61.4,FALSE,4.86x4.84x2.98,Very good,Russia,Round,Very good,NA,1,870,1430,6.76849321164863,7.26542972325395
295,0.4,AGSL,VS2,H, ,65.2,FALSE,4.64x4.59x3.01,Very good,Australia,Round,Very good,55,1,870,1430,6.76849321164863,7.26542972325395
296,0.4,AGSL,SI1,F, ,63.5,FALSE,4.66x4.64x2.95,Very good,Australia,Round,Good,56,1,870,1430,6.76849321164863,7.26542972325395
297,0.4,AGSL,SI2,E, ,64,FALSE,4.67x4.65x2.99,Very good,Botswana,Round,Very good,57,1,870,1425,6.76849321164863,7.26192709270275
298,0.4,AGSL,VS2,I, ,63,FALSE,4.72x4.7x2.97,Very good,Canada,Round,Very good,NA,1,870,1435,6.76849321164863,7.26892012819372
299,0.4,AGSL,VS2,I, ,63,FALSE,4.69x4.65x2.94,Very good,Russia,Princess,Very good,58,1,870,1435,6.76849321164863,7.26892012819372
300,0.4,AGSL,SI2,E, ,61.7,FALSE,4.73x4.75x2.92, ,Canada,Round, ,59,1,870,1430,6.76849321164863,7.26542972325395
301,0.4,AGSL,VS2,I, ,61.2,FALSE,4.72x4.69x2.88,Very good,Russia,Princess,Good,NA,1,870,1435,6.76849321164863,7.26892012819372
302,0.4,AGSL,SI2,E, ,62.2,FALSE,4.74x4.77x2.96, ,Canada,Round, ,NA,1,870,1430,6.76849321164863,7.26542972325395
303,0.4,AGSL,VS1,I, ,62.7,FALSE,4.71x4.68x2.94,Excellent,Botswana,Round,Very good,56,1,875,1400,6.77422388635761,7.24422751560335
304,0.42,AGSL,SI2,I, ,61.4,FALSE,4.83x4.81x2.96,Excellent,Other/Unknown,Oval,Excellent,58,1,875,1445,6.77422388635761,7.27586460054653
305,0.41,AGSL,SI2,I, ,62.7,FALSE,4.74x4.75x2.97, ,Australia,Emerald, ,57,1,875,1445,6.77422388635761,7.27586460054653
306,0.43,NA,SI2,F, ,61.1,FALSE,4.83x4.82x2.95,Very good,Russia,Round,Excellent,59,1,710,1255,6.56526497003536,7.13489085156588
307,0.4,AGSL,SI1,G, ,63.8,FALSE,4.68x4.62x2.96,Excellent,Russia,Round,Very good,56,1,875,1440,6.77422388635761,7.27239839257005
308,0.4,GemEx,SI1,G, ,NA,TRUE,4.7x4.68x2.94,Excellent,Angola,Princess,Excellent,NA,1,875,135,6.77422388635761,4.90527477843843
309,0.41,AGSL,SI2,E, ,62.5,FALSE,4.76x4.73x2.97,Very good,Russia,Round,Very good,56,2,875,1445,6.77422388635761,7.27586460054653
310,0.42,AGSL,SI1,I, ,62.3,FALSE,4.81x4.78x2.99,Excellent,Australia,Pear,Excellent,57,1,875,1440,6.77422388635761,7.27239839257005
311,0.4,AGSL,SI1,I, ,62.4,FALSE,4.74x4.72x2.95,Excellent,Russia,Asscher,Excellent,NA,1,875,1445,6.77422388635761,7.27586460054653
312,0.4,GemEx,SI2,I, ,58.9,FALSE,4.81x4.83x2.84, ,Botswana,Round, ,NA,1,875,1440,6.77422388635761,7.27239839257005
313,0.42,AGSL,VS1,J, ,61.7,FALSE,4.85x4.82x2.98,Excellent,DR Congo,Round,Excellent,57,1,875,1370,6.77422388635761,7.22256601882217
314,0.43,GemEx,SI1,G, ,62.3,FALSE,4.86x4.82x3.02,Very good,Canada,Princess,Excellent,NA,1,880,1455,6.77992190747225,7.28276117960559
315,0.4,AGSL,SI2,E, ,NA,FALSE,4.75x4.72x2.9,Very good,Botswana,Round,Good,NA,1,880,1445,6.77992190747225,7.27586460054653
316,0.4,AGSL,VS2,H, ,62.5,FALSE,4.71x4.64x2.92,Excellent,South Africa,Round,Very good,59,1,880,1455,6.77992190747225,7.28276117960559
317,0.4,AGSL,VS2,I, ,61.8,FALSE,4.75x4.72x2.93,Excellent,Russia,Pear,Excellent,NA,1,880,1275,6.77992190747225,7.15070145759253
318,0.44,NA,VS2,J, ,62.3,FALSE,4.89x4.86x3.04,Excellent,Angola,Round,Excellent,NA,1,725,1120,6.58617165485467,7.02108396428914
319,0.41,AGSL,VS2,I, ,NA,FALSE,4.76x4.73x2.96,Excellent,Australia,Radiant,Good,NA,1,880,1450,6.77992190747225,7.27931883541462
320,0.53,AGSL,VS2,M, ,61.8,FALSE,5.18x5.17x3.2,Good,Canada,Round,Excellent,NA,1,880,1450,6.77992190747225,7.27931883541462
321,0.41,AGSL,SI2,F, ,62.8,FALSE,4.72x4.75x2.97, ,Botswana,Round, ,NA,1,880,1285,6.77992190747225,7.15851399732932
322,0.4,AGSL,SI1,F, ,62.8,FALSE,4.7x4.67x2.94,Very good,Russia,Emerald,Very good,NA,1,880,1455,6.77992190747225,7.28276117960559
323,0.4,AGSL,SI1,F, ,61.7,FALSE,4.69x4.67x2.89,Very good,DR Congo,Round,Excellent,61,1,880,1355,6.77992190747225,7.2115567333138
324,0.4,AGSL,SI2,E, ,61.3,FALSE,4.76x4.72x2.91,Very good,Canada,Oval,Very good,55,1,880,1455,6.77992190747225,7.28276117960559
325,0.4,NA,SI2,E, ,62.9,FALSE,4.67x4.66x2.93,Very good,Russia,Round,Very good,57,1,800,1365,6.68461172766793,7.21890970761906
326,0.5,AGSL,VS1,M, ,58.7,FALSE,5.19x5.13x3.03,Excellent,Angola,Round,Very good,NA,1,880,1445,6.77992190747225,7.27586460054653
327,0.41,AGSL,SI2,F, ,61.6,FALSE,4.77x4.78x2.95, ,Russia,Round, ,56,1,880,1455,6.77992190747225,7.28276117960559
328,0.4,AGSL,VS2,I, ,59.9,FALSE,4.79x4.76x2.86,Very good,Australia,Round,Very good,61,1,880,1455,6.77992190747225,7.28276117960559
329,0.55,AGSL,SI1,M, ,62.4,FALSE,5.25x5.22x3.27,Very good,Australia,Round,Very good,NA,1,880,1450,6.77992190747225,7.27931883541462
330,0.41,AGSL,SI2,F, ,61.7,FALSE,4.75x4.8x2.95, ,DR Congo,Round, ,57,1,880,1440,6.77992190747225,7.27239839257005
331,0.4,AGSL,SI2,F, ,61.2,TRUE,4.74x4.76x2.91, ,Zimbabwe,Radiant, ,NA,1,885,210,6.78558764500793,5.34710753071747
332,0.41,AGSL,SI2,H, ,NA,FALSE,4.74x4.76x2.94, ,Canada,Round, ,58,1,885,1380,6.78558764500793,7.22983877815125
333,0.4,AGSL,SI1,H, ,62.9,FALSE,4.72x4.69x2.96,Very good,Russia,Round,Very good,NA,1,885,1460,6.78558764500793,7.28619171470238
334,0.43,NA,SI2,I, ,NA,FALSE,4.86x4.85x2.97,Excellent,Botswana,Round,Excellent,59,1,700,885,6.5510803350434,6.78558764500793
335,0.4,AGSL,SI1,G, ,NA,FALSE,4.73x4.71x2.92,Very good,Botswana,Emerald,Excellent,57,1,885,1290,6.78558764500793,7.16239749735572
336,0.42,AGSL,SI1,I, ,62.7,FALSE,4.75x4.74x2.98,Excellent,South Africa,Round,Excellent,NA,1,885,1355,6.78558764500793,7.2115567333138
337,0.4,AGSL,SI1,G, ,61.1,FALSE,4.76x4.72x2.9,Excellent,DR Congo,Pear,Very good,59,1,885,1410,6.78558764500793,7.25134498337221
338,0.4,AGSL,SI1,G, ,61.7,FALSE,4.75x4.73x2.92,Excellent,Other/Unknown,Princess,Very good,59,1,885,1460,6.78558764500793,7.28619171470238
339,0.4,AGSL,VVS2,I, ,61.8,FALSE,4.67x4.64x2.88,Excellent,Russia,Round,Very good,62,1,885,1460,6.78558764500793,7.28619171470238
340,0.41,AGSL,SI1,E, ,62.3,FALSE,4.76x4.79x2.97, ,Botswana,Round, ,56,1,885,1370,6.78558764500793,7.22256601882217
341,0.4,AGSL,SI1,G, ,62.9,FALSE,4.7x4.67x2.95,Excellent,Russia,Round,Very good,NA,1,885,1460,6.78558764500793,7.28619171470238
