id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers
8274,0.41,AGSL,SI1,D, ,61.2,NA,4.81x4.77x2.93,Excellent,Russia,Round,Excellent,59,1,NA
8275,0.4,AGSL,VVS1,F, ,NA,TRUE,4.73x4.7x2.94,Very good,Zimbabwe,Emerald,Very good,NA,1,NA
8276,0.46,AGSL,SI2,H, ,62.4,NA,4.89x4.93x3.07, ,Russia,Round, ,NA,1,NA
8277,0.4,AGSL,VS1,E, ,61.4,NA,4.73x4.7x2.9,Excellent,Russia,Pear,Very good,56,1,NA
8278,0.4,AGSL,VS1,D, ,62.8,NA,4.7x4.68x2.94,Very good,Botswana,Radiant,Very good,59,1,NA
8279,0.41,AGSL,VS2,E, ,61.9,NA,4.78x4.76x2.95,Excellent,Russia,Round,Excellent,57,1,NA
8280,0.45,AGSL,SI1,F, ,NA,FALSE,4.94x4.92x3.03,Excellent,Russia,Oval,Excellent,59,1,NA
8281,0.4,AGSL,VS1,D, ,63.6,NA,4.68x4.65x2.97,Excellent,Botswana,Round,Very good,56,1,NA
8282,0.4,GemEx,VS1,D, ,63.8,NA,4.69x4.65x2.98,Very good,Angola,Pear,Very good,NA,1,NA
8283,0.4,AGSL,VS1,D, ,60.2,NA,4.78x4.76x2.87,Very good,South Africa,Marquise,Very good,62,1,NA
8284,0.42,AGSL,VS1,F, ,61.5,NA,4.81x4.8x2.96,Excellent,Australia,Princess,Excellent,59,1,NA
8285,0.45,AGSL,SI2,E, ,NA,NA,4.9x4.89x3.04,Excellent,Russia,Round,Excellent,58,1,NA
8286,0.46,AGSL,SI2,H, ,62.2,NA,4.93x4.95x3.07, ,South Africa,Asscher, ,57,1,NA
8287,0.43,AGSL,VS2,E, ,61.8,NA,4.84x4.83x2.99,Excellent,Russia,Princess,Excellent,59,1,NA
8288,0.51,AGSL,SI2,I, ,60.1,NA,5.21x5.17x3.12,Excellent,Angola,Asscher,Excellent,NA,1,NA
8289,0.44,AGSL,SI1,D, ,60.3,NA,4.89x4.92x2.96, ,Russia,Oval , ,60,1,NA
8290,0.5,AGSL,SI2,G, ,62.4,NA,5.08x5.03x3.16,Very good,Russia,Radiant,Very good,NA,1,NA
8291,0.44,AGSL,VS2,E, ,NA,NA,4.9x4.89x3.06,Excellent,Australia,Emerald,Excellent,NA,1,NA
8292,0.4,AGSL,VS2,D, ,61.1,NA,4.76x4.73x2.9,Very good,Russia,Asscher,Very good,56,1,NA
8293,0.41,AGSL,VS2,E, ,61.8,NA,4.77x4.75x2.94,Excellent,Russia,Pear,Excellent,NA,1,NA
8294,0.54,AGSL,VS2,K, ,NA,FALSE,5.22x5.19x3.23,Excellent,DR Congo,Round,Excellent,57,2,NA
8295,0.5,AGSL,SI2,H, ,NA,FALSE,5.08x5.02x3.18,Very good,Russia,Princess,Very good,57,1,NA
8296,0.54,AGSL,VS1,K, ,60.7,NA,5.28x5.25x3.19,Excellent,Canada,Round,Excellent,58,1,NA
8297,0.44,AGSL,SI1,D, ,62,NA,4.86x4.88x3.02, ,Angola,Round, ,NA,1,NA
8298,0.4,GemEx,VS2,D, ,61.1,FALSE,4.75x4.73x2.9,Excellent,Russia,Princess,Very good,NA,1,NA
8299,0.4,AGSL,VS2,D, ,62.4,NA,4.72x4.7x2.94,Very good,Australia,Radiant,Very good,57,1,NA
8300,0.4,AGSL,VS2,D, ,60.9,NA,4.77x4.74x2.9,Very good,Russia,Oval,Excellent,NA,1,NA
8301,0.51,AGSL,VS2,J, ,61.8,NA,5.16x5.13x3.18,Excellent,Australia,Round,Excellent,NA,1,NA
8302,0.54,AGSL,I1,D, ,61.8,NA,5.24x5.22x3.23,Excellent,Russia,Round,Very good,58,1,NA
8303,0.6,AGSL,VS2,L, ,NA,NA,5.42x5.39x3.29,Very good,Botswana,Radiant,Very good,NA,1,NA
8304,0.5,AGSL,SI2,G, ,62.8,NA,5.07x5.04x3.18,Very good,Botswana,Marquis,Excellent,58,1,NA
8305,0.44,AGSL,VVS2,F, ,62.5,NA,4.89x4.87x3.05,Excellent,Russia,Round,Excellent,NA,1,NA
8306,0.41,AGSL,VS2,E, ,NA,NA,4.75x4.72x2.95,Excellent,Russia,Round,Excellent,58,1,NA
8307,0.4,AGSL,VS1,D, ,62.6,NA,4.74x4.73x2.96,Excellent,Russia,ROUND,Excellent,NA,1,NA
8308,0.4,AGSL,SI1,G, ,62.3,NA,4.73x4.74x2.95,Excellent,Angola,Round,Excellent,NA,1,NA
8309,0.61,AGSL,SI2,K, ,61.9,NA,5.45x5.42x3.36,Excellent,Botswana,Emerald,Excellent,NA,1,NA
8310,0.6,NA,I1,G, ,62.6,NA,5.38x5.36x3.36,Very good,Russia,Round,Good,57,1,NA
8311,0.55,GemEx,SI1,J, ,62.1,NA,5.24x5.22x3.25,Excellent,Russia,Round,Excellent,58,1,NA
8312,0.41,AGSL,SI1,G, ,62.2,TRUE,4.74x4.78x2.96,Excellent,Angola,Round,Excellent,NA,1,NA
8313,0.46,AGSL,SI1,E, ,NA,NA,4.95x4.99x3.09, ,Botswana,Round, ,NA,1,NA
8314,0.5,AGSL,SI1,F, ,57.3,NA,5.22x5.19x2.99,Very good,Russia,Princess,Excellent,NA,1,NA
8315,0.6,AGSL,VS1,L, ,61.8,FALSE,5.4x5.39x3.34,Excellent,Russia,Round,Very good,59,1,NA
8316,0.46,AGSL,SI2,E, ,61.2,NA,4.95x5x3.04, ,Russia,Round, ,58,1,NA
8317,0.51,AGSL,SI2,G, ,62.5,NA,5.1x5.07x3.18,Excellent,DR Congo,Round,Excellent,58,1,NA
8318,0.5,GemEx,SI2,F, ,NA,NA,5.11x5.08x3.09,Excellent,Russia,Emerald,Very good,NA,1,NA
8319,0.6,NA,SI1,K, ,62.7,NA,5.39x5.37x3.37,Excellent,Russia,Emerald,Excellent,NA,1,NA
8320,0.53,AGSL,SI2,G, ,61.5,NA,5.21x5.18x3.2,Excellent,Russia,Round,Excellent,59,2,NA
8321,0.7,AGSL,SI2,L, ,NA,NA,5.75x5.72x3.46,Excellent,Canada,Round,Excellent,NA,1,NA
8322,0.5,AGSL,VS1,I, ,63.8,NA,5.05x5.02x3.21,Very good,Other/Unknown,Round,Very good,55,1,NA
8323,0.46,AGSL,VS2,G, ,62.3,NA,4.94x4.96x3.08, ,Russia,Pear, ,57,1,NA
8324,0.72,AGSL,SI1,M, ,62.5,NA,5.76x5.72x3.59,Excellent,Angola,Princess,Excellent,NA,1,NA
8325,0.4,AGSL,VS1,D, ,61.8,FALSE,4.67x4.71x2.9,Very good,Canada,Round,Very good,59,1,NA
8326,0.5,AGSL,SI2,E, ,63,NA,5.07x5.02x3.18,Excellent,Canada,Oval,Good,57,1,NA
8327,0.43,NA,SI1,D, ,60.6,NA,4.85x4.89x2.95,Very good,Other/Unknown,Round,Very good,58,1,NA
8328,0.6,AGSL,VS2,J, ,63.4,NA,5.31x5.3x3.36,Very good,Canada,Marquise,Very good,60,1,NA
8329,0.62,AGSL,SI1,K, ,61.3,NA,5.52x5.5x3.38,Excellent,Russia,Marquise,Excellent,57,1,NA
8330,0.5,AGSL,SI2,D, ,63.4,FALSE,5.08x5.01x3.2,Excellent,Australia,Oval ,Good,56,1,NA
8331,0.54,AGSL,SI2,G, ,NA,NA,5.2x5.18x3.24,Excellent,Canada,Pear,Excellent,57,1,NA
8332,0.5,AGSL,SI2,E, ,61.8,NA,5.1x5.07x3.15,Very good,Russia,Round,Very good,57,1,NA
8333,0.52,AGSL,SI2,F, ,NA,NA,5.17x5.15x3.2,Excellent,Canada,Radiant,Excellent,NA,1,NA
8334,0.41,GemEx,IF,G, ,59,NA,4.8x4.9x2.86,Good,Zimbabwe,Radiant,Good,59,1,NA
8335,0.62,AGSL,VS2,K, ,61.8,NA,5.49x5.46x3.38,Excellent,Botswana,Round,Excellent,58,1,NA
8336,0.72,AGSL,VS1,M, ,NA,NA,5.75x5.72x3.56,Very good,Russia,Asscher,Excellent,NA,1,NA
8337,0.61,AGSL,VS1,K, ,61.8,NA,5.43x5.38x3.34,Very good,South Africa,Pear,Very good,57,1,NA
8338,0.5,AGSL,SI2,E, ,61.4,NA,5.13x5.08x3.14,Excellent,Russia,Radiant,Excellent,57,1,NA
8339,0.53,AGSL,SI2,F, ,NA,NA,5.2x5.17x3.21,Excellent,Zimbabwe,Round,Excellent,58,1,NA
8340,0.5,AGSL,VVS2,I, ,61.5,FALSE,5.07x5.05x3.11,Very good,DR Congo,Round,Very good,59,1,NA
8341,0.5,AGSL,VVS2,I, ,NA,NA,5.1x5.07x3.15,Very good,South Africa,Radiant,Very good,NA,1,NA
8342,0.5,AGSL,SI1,F, ,64.5,NA,4.98x4.95x3.2,Very good,Canada,Radiant,Excellent,60,1,NA
8343,0.52,NA,VS2,I, ,62.5,NA,5.14x5.12x3.21,Excellent,Canada,Round,Excellent,NA,1,NA
8344,0.52,GemEx,SI2,F, ,NA,NA,5.14x5.16x3.23, ,Botswana,Round, ,NA,1,NA
8345,0.5,AGSL,SI2,D, ,61.4,NA,5.11x5.08x3.13,Excellent,DR Congo,Round,Very good,61,1,NA
8346,0.55,AGSL,VVS1,J, ,61.5,NA,5.31x5.28x3.26,Excellent,Australia,Emerald,Excellent,58,1,NA
8347,0.5,AGSL,VS1,G,Very good,63.4,NA,4.96x5.03x3.17,Very good,Australia,Round,Good,NA,1,NA
8348,0.72,AGSL,SI2,K, ,62.4,NA,5.77x5.73x3.59,Excellent,Australia,Round,Excellent,NA,1,NA
8349,0.56,AGSL,SI1,I, ,NA,NA,5.32x5.35x3.24,Good,Russia,Round,Very good,59,1,NA
8350,0.5,AGSL,SI1,D, ,60.8,NA,5.11x5.06x3.09,Very good,Russia,ROUND,Good,58,1,NA
8351,0.53,AGSL,SI1,G, ,62.3,NA,5.2x5.18x3.23,Excellent,Russia,Oval ,Excellent,57,1,NA
8352,0.52,AGSL,SI2,D, ,62.3,NA,5.14x5.12x3.2,Excellent,Russia,Round,Excellent,59,1,NA
8353,0.72,AGSL,SI1,L, ,61.5,NA,5.78x5.75x3.55,Very good,Australia,Round,Excellent,NA,1,NA
8354,0.55,AGSL,SI2,F, ,61.1,NA,5.32x5.3x3.25,Excellent,Botswana,Princess,Excellent,57,1,NA
8355,0.7,AGSL,SI1,K, ,NA,NA,5.57x5.55x3.5,Excellent,South Africa,Round,Very good,61,1,NA
8356,0.5,AGSL,SI1,E, ,63.6,NA,5x4.98x3.18,Very good,Botswana,Emerald,Very good,NA,1,NA
8357,0.51,AGSL,SI1,G, ,60,NA,5.22x5.2x3.13,Excellent,Canada,Round,Excellent,60,1,NA
8358,0.53,AGSL,VS1,I, ,NA,NA,5.18x5.16x3.22,Excellent,Russia,Round,Excellent,57,1,NA
8359,0.5,AGSL,SI1,F, ,59.4,NA,5.21x5.19x3.09,Excellent,DR Congo,Round,Excellent,61,2,NA
8360,0.56,AGSL,SI2,H,Very good,64,NA,5.18x5.24x3.33,Very good,Russia,Round,Very good,58,1,NA
8361,0.6,AGSL,SI1,H, ,62.7,NA,5.39x5.35x3.37,Very good,Botswana,Emerald,Very good,58,1,NA
8362,0.52,AGSL,VS2,H, ,64.2,FALSE,5.05x5.02x3.23,Excellent,Canada,Marquise,Very good,NA,1,NA
8363,0.6,AGSL,SI2,H,Very good,63.4,NA,5.34x5.36x3.39,Very good,Botswana,Round,Very good,NA,1,NA
8364,0.7,AGSL,SI1,K, ,62,NA,5.7x5.67x3.53,Excellent,Australia,Round,Very good,59,1,NA
8365,0.5,AGSL,SI1,E, ,60.5,NA,5.18x5.15x3.12,Very good,Australia,Round,Excellent,60,1,NA
8366,0.5,NA,VS2,H, ,NA,NA,5.11x5.08x3.11,Excellent,South Africa,Emerald,Very good,NA,1,NA
8367,0.6,GemEx,SI2,G, ,63.3,NA,5.31x5.28x3.35,Very good,Russia,Round,Very good,60,1,NA
8368,0.51,AGSL,VS2,H, ,62.3,NA,5.14x5.08x3.19,Very good,Russia,Emerald,Very good,NA,1,NA
8369,0.7,AGSL,IF,L, ,59.6,NA,5.77x5.73x3.43,Very good,Russia,Round,Very good,60,1,NA
8370,0.51,AGSL,SI1,G,Very good,63.9,NA,5.04x5.07x3.23,Excellent,DR Congo,Radiant,Excellent,NA,1,NA
8371,0.51,AGSL,SI1,G,Very good,63.6,NA,5.05x5.07x3.22,Excellent,Australia,Round,Excellent,NA,1,NA
8372,0.53,AGSL,SI1,F, ,62.5,NA,5.22x5.17x3.25,Very good,Australia,Round,Very good,56,1,NA
8373,0.71,AGSL,VS2,K, ,NA,NA,5.7x5.65x3.56,Excellent,Russia,Emerald,Excellent,NA,1,NA
8374,0.7,AGSL,SI1,K, ,62.8,NA,5.68x5.64x3.56,Excellent,DR Congo,Round,Very good,56,1,NA
8375,0.7,AGSL,VS2,K, ,61.8,NA,5.7x5.63x3.5,Excellent,Russia,Round,Very good,60,1,NA
8376,0.7,AGSL,SI1,K, ,61.6,NA,5.7x5.65x3.5,Very good,Russia,Round,Very good,55,1,NA
8377,0.5,GemEx,SI1,E, ,NA,NA,5.04x4.99x3.19,Excellent,Russia,Round,Very good,58,1,NA
8378,0.7,AGSL,SI1,K, ,61.3,NA,5.68x5.65x3.48,Excellent,Botswana,Pear,Very good,63,1,NA
8379,0.6,AGSL,SI2,H, ,62.1,FALSE,5.43x5.4x3.36,Excellent,Australia,Round,Excellent,NA,1,NA
8380,0.62,AGSL,SI2,H, ,62,NA,5.48x5.46x3.39,Excellent,Other/Unknown,Princess,Very good,57,1,NA
8381,0.6,AGSL,SI2,G,Very good,NA,NA,5.34x5.39x3.36,Excellent,Canada,Princess,Excellent,56,1,NA
8382,0.51,AGSL,SI1,F, ,61.9,FALSE,5.08x5.12x3.16, ,South Africa,Round, ,NA,1,NA
8383,0.6,AGSL,SI2,G, ,62.7,NA,5.41x5.37x3.38,Excellent,Other/Unknown,Princess,Very good,NA,1,NA
8384,0.5,AGSL,SI1,E, ,62.4,NA,5.11x5.07x3.18,Very good,Botswana,Round,Very good,57,1,NA
8385,0.5,AGSL,SI1,F, ,61.4,NA,5.1x5.13x3.14, ,Russia,Round, ,57,1,NA
8386,0.53,AGSL,SI1,F, ,61.7,NA,5.2x5.18x3.2,Excellent,Canada,Princess,Excellent,58,1,NA
8387,0.5,AGSL,VS2,G, ,62.6,NA,5.03x5.05x3.15, ,Angola,Princess, ,62,1,NA
8388,0.53,NA,SI1,E, ,61.7,NA,5.23x5.21x3.22,Excellent,Other/Unknown,ROUND,Very good,57,1,NA
8389,0.6,AGSL,SI2,F, ,61.7,NA,5.38x5.42x3.33, ,Russia,Round, ,58,2,NA
8390,0.51,NA,SI1,F, ,62.3,NA,5.12x5.16x3.2, ,Australia,Round, ,NA,1,NA
8391,0.54,AGSL,SI2,D, ,60.5,NA,5.28x5.27x3.19,Excellent,Russia,Round,Excellent,NA,1,NA
8392,0.51,AGSL,SI1,D, ,62.6,NA,5.06x5.05x3.17,Excellent,South Africa,Round,Good,61,1,NA
8393,0.5,AGSL,SI1,D, ,62.5,NA,5.09x5.07x3.18,Very good,Russia,Radiant,Very good,NA,1,NA
8394,0.5,AGSL,SI1,D, ,62.1,NA,5.09x5.07x3.15,Very good,Russia,Round,Very good,NA,1,NA
8395,0.54,AGSL,SI1,F, ,62.3,NA,5.22x5.19x3.24,Excellent,DR Congo,Marquise,Excellent,NA,1,NA
8396,0.52,AGSL,VS2,H, ,61.3,NA,5.22x5.19x3.19,Excellent,Russia,Marquise,Excellent,58,1,NA
8397,0.6,AGSL,SI2,H, ,62.3,NA,5.38x5.42x3.36, ,Australia,Round, ,56,1,NA
8398,0.58,AGSL,VS1,I, ,NA,NA,5.38x5.37x3.27,Excellent,Russia,Round,Excellent,NA,1,NA
8399,0.5,AGSL,SI1,D, ,61.1,NA,5.15x5.12x3.13,Very good,Russia,Round,Very good,NA,1,NA
8400,0.62,AGSL,VVS2,J, ,62.1,NA,5.48x5.45x3.4,Excellent,Russia,Princess,Excellent,57,1,NA
8401,0.53,AGSL,SI1,E, ,NA,NA,5.2x5.18x3.2,Very good,DR Congo,Emerald,Very good,58,1,NA
8402,0.54,AGSL,VS2,H, ,62.4,NA,5.22x5.2x3.25,Excellent,Angola,Marquise,Excellent,57,1,NA
8403,0.64,AGSL,SI2,G, ,62.5,NA,5.5x5.47x3.43,Very good,Angola,Round,Very good,58,1,NA
8404,0.5,NA,SI1,D, ,59,NA,5.26x5.23x3.09,Excellent,Russia,Round,Excellent,58,1,NA
8405,0.62,AGSL,SI2,F,Excellent,61.2,NA,5.46x5.51x3.36,Very good,Botswana,Round,Very good,NA,1,NA
8406,0.5,AGSL,VS2,E, ,NA,NA,5.02x4.99x3.23,Very good,Canada,Oval,Very good,56,1,NA
8407,0.54,AGSL,VS2,H, ,60,NA,5.3x5.28x3.17,Excellent,Russia,Round,Excellent,59,1,NA
8408,0.7,AGSL,VS2,J, ,63.4,NA,5.65x5.57x3.55,Excellent,Botswana,Round,Good,59,1,NA
8409,0.6,AGSL,SI2,E, ,57.7,NA,5.56x5.54x3.2,Excellent,Russia,Round,Very good,64,1,NA
8410,0.5,AGSL,SI1,D, ,59.3,NA,5.22x5.19x3.09,Excellent,Australia,Asscher,Very good,NA,1,NA
8411,0.5,AGSL,VS2,E, ,NA,NA,5.06x5.02x3.21,Excellent,DR Congo,Oval,Very good,NA,1,NA
8412,0.51,AGSL,VS2,F, ,62,NA,5.16x5.15x3.2,Very good,Canada,Emerald,Excellent,NA,2,NA
8413,0.54,NA,VS2,G, ,60.1,NA,5.29x5.27x3.17,Excellent,DR Congo,Princess,Very good,61,1,NA
8414,0.52,AGSL,VS2,G, ,62.1,NA,5.17x5.15x3.2,Excellent,Australia,Round,Excellent,NA,1,NA
8415,0.63,AGSL,SI1,H, ,61,TRUE,5.53x5.5x3.36,Very good,Angola,Emerald,Very good,62,1,NA
8416,0.64,AGSL,SI2,F, ,59.2,NA,5.6x5.63x3.32, ,Angola,Cushion, ,NA,1,NA
8417,0.51,AGSL,VS2,F, ,60.2,NA,5.21x5.19x3.13,Very good,Angola,Oval,Very good,59,1,NA
8418,0.5,GemEx,VS2,E, ,59.4,NA,5.17x5.18x3.08, ,DR Congo,Round, ,NA,1,NA
8419,0.54,GemEx,SI1,E, ,61.1,NA,5.27x5.25x3.21,Excellent,South Africa,Round,Excellent,58,1,NA
8420,0.52,AGSL,VS2,G, ,NA,NA,5.24x5.26x3.11, ,Australia,Round, ,NA,1,NA
8421,0.55,AGSL,SI1,F, ,62.7,NA,5.24x5.26x3.29, ,Canada,Radiant, ,NA,1,NA
8422,0.6,AGSL,VS1,I, ,63.4,NA,5.37x5.35x3.4,Very good,Botswana,Pear,Very good,55,1,NA
8423,0.5,AGSL,VS1,E, ,63.7,NA,5.04x4.95x3.18,Excellent,Angola,Round,Very good,NA,1,NA
8424,0.51,AGSL,VS2,E, ,62.2,NA,5.12x5.11x3.18,Excellent,Botswana,Round,Excellent,56,1,NA
8425,0.5,AGSL,VS2,F, ,NA,NA,5.15x5.17x3.08, ,Russia,Round, ,NA,1,NA
8426,0.53,AGSL,VS2,G, ,59.7,NA,5.33x5.3x3.17,Excellent,Russia,Round,Very good,NA,1,NA
8427,0.5,AGSL,VVS2,G, ,62.4,NA,5.06x5.02x3.15,Excellent,DR Congo,Princess,Very good,56,1,NA
8428,0.6,AGSL,SI1,G,Very good,62.8,NA,5.35x5.37x3.37,Very good,Russia,Round,Excellent,58,1,NA
8429,0.91,NA,SI2,M, ,NA,NA,6.19x6.14x3.86,Excellent,Botswana,Uncut,Excellent,NA,1,NA
8430,0.6,AGSL,VS2,I, ,NA,NA,5.4x5.42x3.39, ,Angola,Emerald, ,NA,1,NA
8431,0.51,AGSL,VS2,G, ,NA,NA,5.13x5.16x3.16, ,Botswana,Radiant, ,56,1,NA
8432,0.6,AGSL,SI1,E, ,64.4,NA,5.33x5.28x3.42,Excellent,Botswana,Princess,Good,55,1,NA
8433,0.72,AGSL,I1,E, ,61.2,NA,5.72x5.76x3.51,Very good,Botswana,Round,Very good,59,1,NA
8434,0.51,AGSL,VS1,G, ,62.3,NA,5.14x5.12x3.2,Excellent,Russia,Round,Excellent,NA,1,NA
8435,0.53,AGSL,VS2,G, ,62.3,NA,5.16x5.17x3.22, ,Russia,Asscher, ,57,1,NA
8436,0.6,AGSL,VS1,I, ,62.3,NA,5.39x5.42x3.37,Excellent,Russia,Oval,Very good,NA,1,NA
8437,0.55,AGSL,VS2,G, ,62.2,NA,5.26x5.23x3.26,Excellent,Russia,Emerald,Excellent,55,1,NA
8438,0.71,AGSL,I1,F, ,59.7,NA,5.78x5.77x3.45,Very good,Australia,Round,Good,60,1,NA
8439,0.64,AGSL,SI2,E, ,63.2,NA,5.49x5.47x3.46,Excellent,Russia,Round,Excellent,56,1,NA
8440,0.51,AGSL,VVS1,G, ,62.1,NA,5.15x5.13x3.19,Excellent,Russia,Pear,Excellent,NA,1,NA
8441,0.6,AGSL,SI1,D, ,64.5,NA,5.31x5.26x3.41,Very good,Russia,Radiant,Very good,56,1,NA
8442,0.52,NA,VS2,F, ,62.5,NA,5.15x5.13x3.21,Excellent,Russia,Princess,Excellent,57,1,NA
8443,0.61,AGSL,SI1,E, ,62,NA,5.42x5.46x3.37, ,South Africa,Emerald, ,NA,1,NA
8444,0.5,AGSL,VS2,D, ,63.1,NA,5.02x4.99x3.15,Excellent,Canada,Round,Good,56,1,NA
8445,0.5,AGSL,VS1,E, ,62.7,NA,5.07x5.04x3.17,Excellent,Russia,Oval ,Very good,NA,1,NA
8446,0.52,AGSL,VS2,E, ,61.5,NA,5.2x5.18x3.19,Excellent,Canada,Marquise,Excellent,58,1,NA
8447,0.5,AGSL,VS1,F, ,62.9,NA,4.98x5.04x3.15,Very good,Russia,Round,Good,NA,2,NA
8448,0.6,AGSL,VS2,H, ,NA,NA,5.4x5.37x3.39,Excellent,Other/Unknown,Round,Very good,NA,2,NA
8449,0.5,AGSL,VS2,D, ,58.1,NA,5.2x5.19x3.02,Very good,Other/Unknown,Round,Very good,62,1,NA
8450,0.56,AGSL,VS1,H, ,61.5,NA,5.34x5.35x3.29, ,Botswana,Round, ,55,1,NA
8451,0.5,AGSL,VS2,D, ,60.1,NA,5.17x5.14x3.1,Excellent,DR Congo,Round,Very good,NA,2,NA
8452,0.5,AGSL,VS2,D, ,61.5,NA,5.05x5.08x3.12,Very good,Botswana,Round,Very good,58,2,NA
8453,0.6,AGSL,VVS1,H, ,63.6,NA,5.34x5.32x3.39,Excellent,Russia,Radiant,Very good,58,1,NA
8454,0.5,AGSL,VS1,D, ,62.7,FALSE,5.08x5.03x3.17,Excellent,Australia,Round,Very good,59,1,NA
8455,0.6,AGSL,VS2,G, ,63,NA,5.37x5.29x3.36,Very good,Russia,Round,Very good,NA,2,NA
8456,0.6,AGSL,VVS2,H, ,63.2,NA,5.37x5.35x3.39,Excellent,Australia,Round,Excellent,57,1,NA
8457,0.61,GemEx,VS2,H, ,61.3,NA,5.48x5.47x3.36,Excellent,Botswana,Round,Excellent,58,1,NA
8458,0.53,AGSL,VS1,E, ,56.3,NA,5.4x5.44x3.05,Good,Australia,Princess,Good,61,2,NA
8459,0.55,AGSL,VS1,G, ,59.1,NA,5.36x5.37x3.17, ,Botswana,Oval, ,62,1,NA
8460,0.54,AGSL,VVS1,H,Excellent,NA,NA,5.23x5.29x3.21,Very good,Botswana,Radiant,Very good,NA,1,NA
8461,0.61,AGSL,SI1,D, ,61.4,FALSE,5.48x5.46x3.36,Excellent,South Africa,Princess,Excellent,57,1,NA
8462,0.5,AGSL,VS1,F, ,62.2,NA,5.06x5.07x3.15, ,Russia,Round, ,NA,1,NA
8463,0.7,AGSL,SI2,G, ,59.2,NA,5.76x5.72x3.4,Excellent,Australia,Round,Excellent,65,1,NA
8464,0.5,AGSL,VS1,D, ,61.6,NA,5.09x5.05x3.12,Excellent,Botswana,Round,Very good,56,1,NA
8465,0.61,AGSL,SI1,D, ,NA,NA,5.39x5.35x3.36,Excellent,South Africa,Oval ,Excellent,58,1,NA
8466,0.5,AGSL,VVS2,D, ,NA,NA,5.11x5.08x3.21,Excellent,Botswana,Radiant,Very good,NA,1,NA
8467,0.5,NA,VS1,D, ,59.7,NA,5.19x5.16x3.09,Excellent,Russia,Radiant,Excellent,NA,1,NA
8468,0.61,AGSL,SI1,E, ,62.1,NA,5.47x5.45x3.39,Excellent,Other/Unknown,Marquise,Excellent,57,1,NA
8469,0.62,AGSL,SI1,E, ,62.4,NA,5.49x5.47x3.42,Excellent,Botswana,Radiant,Excellent,NA,1,NA
8470,0.8,AGSL,SI2,I,Very good,64.5,NA,5.79x5.84x3.75,Excellent,Russia,Asscher,Excellent,58,1,NA
8471,0.51,AGSL,VVS2,G, ,63.1,NA,5.05x5.09x3.2,Very good,Russia,ROUND,Very good,NA,1,NA
8472,0.7,AGSL,SI2,E, ,63.7,NA,5.62x5.55x3.56,Very good,DR Congo,Radiant,Very good,NA,2,NA
8473,0.6,NA,VS2,D, ,63.7,NA,5.34x5.28x3.38,Very good,Botswana,Emerald,Very good,58,1,NA
8474,0.7,GemEx,VS2,I, ,63.7,NA,5.59x5.54x3.55,Excellent,Australia,Round,Very good,59,1,NA
8475,0.65,GemEx,VS1,H, ,57.7,NA,5.73x5.67x3.29,Very good,DR Congo,Round,Very good,61,2,NA
8476,0.9,GemEx,VS2,M, ,62.8,NA,6.15x6.1x3.84,Excellent,Botswana,Round,Very good,NA,1,NA
8477,0.57,AGSL,VS2,E, ,NA,NA,5.29x5.32x3.31, ,DR Congo,Radiant, ,58,1,NA
8478,0.6,AGSL,VVS2,F, ,62.9,NA,5.35x5.31x3.35,Very good,Russia,Round,Very good,NA,2,NA
8479,0.7,AGSL,VS2,I, ,58.3,FALSE,5.8x5.78x3.38,Very good,Russia,Pear,Very good,63,1,NA
8480,0.7,AGSL,VVS1,J, ,NA,TRUE,5.54x5.57x3.6,Very good,DR Congo,Round,Very good,56,1,NA
8481,0.59,AGSL,VS1,F, ,62.5,NA,5.32x5.37x3.34,Excellent,DR Congo,Princess,Very good,57,1,NA
8482,0.54,AGSL,VVS2,E, ,61.9,NA,5.24x5.22x3.24,Excellent,Australia,Round,Excellent,57,1,NA
8483,0.7,AGSL,VS1,I, ,NA,NA,5.66x5.58x3.55,Excellent,Botswana,Oval,Good,NA,1,NA
8484,0.6,AGSL,VVS1,H, ,61.4,NA,5.43x5.47x3.35, ,Angola,Emerald, ,NA,2,NA
8485,0.5,NA,VVS1,G, ,62.2,NA,5.08x5.12x3.17,Excellent,Russia,Radiant,Very good,57,1,NA
8486,0.7,AGSL,SI2,F, ,62.4,NA,5.72x5.66x3.55,Excellent,Canada,Radiant,Very good,NA,1,NA
8487,0.66,AGSL,SI1,E, ,62.6,NA,5.57x5.6x3.5, ,Angola,Emerald, ,56,2,NA
8488,0.7,AGSL,SI2,G, ,62.5,NA,5.65x5.68x3.54,Very good,Russia,ROUND,Excellent,57,1,NA
8489,0.58,AGSL,VS1,E, ,61.4,NA,5.37x5.4x3.3, ,Russia,Emerald, ,60,1,NA
8490,0.61,AGSL,VS1,E, ,NA,NA,5.52x5.55x3.26,Very good,Australia,Emerald,Excellent,61,1,NA
8491,0.61,AGSL,VVS2,G, ,62.3,FALSE,5.45x5.43x3.39,Excellent,Canada,Round,Excellent,NA,1,NA
8492,0.6,AGSL,VS1,F, ,61,FALSE,5.4x5.44x3.31, ,Botswana,Round, ,NA,1,NA
8493,0.6,AGSL,VS2,E, ,61.8,NA,5.35x5.42x3.33,Excellent,Russia,Round,Very good,61,1,NA
8494,0.7,AGSL,SI1,G, ,NA,NA,5.66x5.61x3.57,Very good,Russia,Round,Very good,56,1,NA
